id,scene,caption
68480,Office,"With your left hand, take the earplug next to the stapler from the book next to the paper clip to the table, and with your right hand, place the comb next to the stapler on the table to the book next to the paper clip"
68481,Office,"With your left hand, take the earbud next to the stapler from the book next to the paper clip to the table, and with your right hand, put the comb next to the pen holder on the table to the book next to the paper clip"
68482,Office,"With your left hand, take the earplug next to the stapler from the book next to the paper clip to the table, and with your right hand, place the comb next to the tape on the table to the book next to the paper clip"
68483,Office,"With your left hand, take the earplug next to the stapler from the book next to the paper clip to the table, and with your right hand, place the coaster next to the stapler on the table to the book next to the paper clip"
68484,Office,"With your left hand, bring the ear plug next to the stapler from the book next to the paper clip to the table, and with your right hand, place the coaster next to the pen holder on the table to the book next to the paper clip"
68485,Office,"With your left hand, bring the ear plug next to the stapler from the book next to the paper clip to the table, and with your right hand, place the coaster next to the tape on the table to the book next to the paper clip"
68486,Office,"With your left hand, take the earplug next to the stapler from the book next to the paper clip to the table, and with your right hand, put the phone case next to the stapler on the table to the book next to the paper clip"
68487,Office,"With your left hand, take the earbud next to the stapler from the book next to the paper clip to the table, and with your right hand, put the phone case next to the pen holder on the table to the book next to the paper clip"
68488,Office,"With your left hand, take the earbud next to the stapler from the book next to the paper clip to the table, and with your right hand, put the phone case next to the tape on the table to the book next to the paper clip"
68489,Office,"With your left hand, take the earplug next to the stapler from the book next to the paper clip to the table, and with your right hand, place the scissors next to the stapler on the table to the book next to the paper clip"
68490,Office,"With your left hand, take the earplug next to the stapler from the book next to the paper clip to the table, and with your right hand, place the scissors next to the pen holder on the table to the book next to the paper clip"
68491,Office,"With your left hand, take the earplug next to the stapler from the book next to the paper clip to the table, and with your right hand, place the scissors next to the tape on the table to the book next to the paper clip"
68492,Office,"With your left hand, take the earplug next to the stapler from the book next to the paper clip to the table, and with your right hand, place the packet of paper towels next to the stapler on the table to the book next to the paper clip"
68493,Office,"With your left hand, take the earplug next to the stapler from the book next to the paper clip to the table, and with your right hand, place the small packet of paper towels next to the pen holder on the table onto the book next to the paper clip"
68494,Office,"With your left hand, take the earbud next to the stapler from the book next to the paper clip to the table, and with your right hand, place the packet of paper towel next to the tape on the table to the book next to the paper clip"
68495,Office,"With your left hand, take the ear plug next to the stapler from the book next to the paper clip to the table, and with your right hand, put the blindfold next to the stapler on the table to the book next to the paper clip"
68496,Office,"With your left hand, take the earbud next to the stapler from the book next to the paper clip to the table, and with your right hand, put the blindfold next to the pen holder on the table to the book next to the paper clip"
68497,Office,"With your left hand, take the earbud next to the stapler from the book next to the paper clip to the table, and with your right hand, put the blindfold next to the tape on the table and place it on the book next to the paper clip"
68498,Office,"With your left hand, take the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the glasses next to the stapler on the table to the book next to the paper clip"
68499,Office,"With your left hand, take the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the glasses next to the pen holder on the table to the book next to the paper clip"
68500,Office,"With your left hand, take the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the glasses next to the tape on the table to the book next to the paper clip"
68501,Office,"With your left hand, take the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the cell phone next to the stapler on the table to the book next to the paper clip"
68502,Office,"With your left hand, take the earplug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the phone next to the pen holder on the table to the book next to the paper clip"
68503,Office,"With your left hand, take the earplug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the phone next to the tape on the table to the book next to the paper clip"
68504,Office,"With your left hand, take the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the remote control next to the stapler on the table to the book next to the paper clip"
68505,Office,"With your left hand, take the earplug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the remote control next to the pen holder on the table to the book next to the paper clip"
68506,Office,"With your left hand, bring the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the remote control next to the tape on the table to the book next to the paper clip"
68507,Office,"With your left hand, take the earplugs next to the pen holder from the book next to the paper clip to the table, and with your right hand, place the earplugs next to the wired stapler on the table to the book next to the paper clip"
68508,Office,"With your left hand, take the earplugs next to the pen holder from the book next to the paper clip to the table, and with your right hand, place the earplugs next to the wired pen holder on the table to the book next to the paper clip"
68509,Office,"With your left hand, take the earplugs next to the pen holder from the book next to the paper clip to the table, and with your right hand, place the earplugs next to the wired tape on the table to the book next to the paper clip"
68510,Office,"With your left hand, take the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the watch next to the stapler on the table to the book next to the paper clip"
68511,Office,"With your left hand, take the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the watch next to the pen holder on the table to the book next to the paper clip"
68512,Office,"With your left hand, take the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the watch next to the tape on the table to the book next to the paper clip"
68513,Office,"With your left hand, bring the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, place the hairpin next to the stapler on the table to the book next to the paper clip"
68514,Office,"With your left hand, bring the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, place the hairpin next to the pen holder on the table to the book next to the paper clip"
68515,Office,"With your left hand, bring the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, place the hairpin next to the tape on the table to the book next to the paper clip"
68516,Office,"With your left hand, take the ear plug next to the pencil holder from the book next to the paper clip to the table, and with your right hand, put the hand cream next to the stapler on the table to the book next to the paper clip"
68517,Office,"With your left hand, take the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the hand cream next to the pen holder on the table to the book next to the paper clip"
68518,Office,"With your left hand, take the ear plug next to the pencil holder from the book next to the paper clip to the table, and with your right hand, put the hand cream next to the tape on the table to the book next to the paper clip"
68519,Office,"With your left hand, bring the ear plug next to the pencil holder from the book next to the paper clip to the table, and with your right hand, place the key next to the stapler on the table to the book next to the paper clip"
68520,Office,"With your left hand, take the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the key next to the pen holder on the table to the book next to the paper clip"
68521,Office,"With your left hand, take the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, place the key next to the tape on the table and place it on the book next to the paper clip"
68522,Office,"With your left hand, take the ear plug next to the pencil holder from the book next to the paper clip to the table, and with your right hand, put the face mask next to the stapler on the table to the book next to the paper clip"
68523,Office,"With your left hand, take the earplug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the face mask next to the pen holder on the table to the book next to the paper clip"
68524,Office,"With your left hand, take the earplug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the mask next to the tape on the table and place it on the book next to the paper clip"
68525,Office,"With your left hand, take the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the power bank next to the stapler on the table to the book next to the paper clip"
68526,Office,"With your left hand, take the earplug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the power bank next to the pen holder on the table to the book next to the paper clip"
68527,Office,"With your left hand, take the earplug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the power bank next to the tape on the table and place it on the book next to the paper clip"
68528,Office,"With your left hand, bring the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, place the nail clippers next to the stapler on the table to the book next to the paper clip"
68529,Office,"With your left hand, bring the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, place the nail clippers next to the pen holder on the table to the book next to the paper clip"
68530,Office,"With your left hand, bring the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, place the nail clippers next to the tape on the table to the book next to the paper clip"
68531,Office,"With your left hand, bring the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, place the comb next to the stapler on the table to the book next to the paper clip"
68532,Office,"With your left hand, take the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the comb next to the pen holder on the table to the book next to the paper clip"
68533,Office,"With your left hand, take the ear plug next to the pencil holder from the book next to the paper clip to the table, and with your right hand, put the comb next to the tape on the table to the book next to the paper clip"
68534,Office,"With your left hand, bring the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, place the coaster next to the stapler on the table to the book next to the paper clip"
68535,Office,"With your left hand, bring the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, place the cup pad next to the pen holder on the table to the book next to the paper clip"
68536,Office,"With your left hand, bring the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, place the coaster next to the tape on the table to the book next to the paper clip"
68537,Office,"With your left hand, bring the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, place the phone case next to the stapler on the table to the book next to the paper clip"
68538,Office,"With your left hand, take the earplug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the phone case next to the pen holder on the table to the book next to the paper clip"
68539,Office,"With your left hand, bring the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the phone case next to the tape on the table to the book next to the paper clip"
68540,Office,"With your left hand, bring the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, place the scissors next to the stapler on the table to the book next to the paper clip"
68541,Office,"With your left hand, take the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the scissors next to the pen holder on the table to the book next to the paper clip"
68542,Office,"With your left hand, take the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the scissors next to the tape on the table to the book next to the paper clip"
68543,Office,"With your left hand, take the ear plug next to the pencil holder from the book next to the paper clip to the table, and with your right hand, place the packet of paper towels next to the stapler on the table to the book next to the paper clip"
68544,Office,"With your left hand, take the earplug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the packet of paper towel next to the pen holder on the table to the book next to the paper clip"
68545,Office,"With your left hand, take the earplug next to the pen holder from the book next to the paper clip to the table, and with your right hand, place the packet of paper towel next to the tape on the table to the book next to the paper clip"
68546,Office,"With your left hand, take the ear plug next to the pencil holder from the book next to the paper clip to the table, and with your right hand, put the blindfold next to the stapler on the table to the book next to the paper clip"
68547,Office,"With your left hand, take the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the eye patch next to the pen holder on the table to the book next to the paper clip"
68548,Office,"With your left hand, take the ear plug next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the eye patch next to the tape on the table and place it on the book next to the paper clip"
68549,Office,"With your left hand, take the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, put the glasses next to the stapler on the table to the book next to the paper clip"
68550,Office,"With your left hand, take the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, put the glasses next to the pen holder on the table to the book next to the paper clip"
68551,Office,"With your left hand, take the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, put the glasses next to the tape on the table to the book next to the paper clip"
68552,Office,"With your left hand, take the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, put the cell phone next to the stapler on the table to the book next to the paper clip"
68553,Office,"With your left hand, take the earplug next to the tape from the book next to the paper clip to the table, and with your right hand, put the phone next to the pen holder on the table to the book next to the paper clip"
68554,Office,"With your left hand, take the earplug next to the tape from the book next to the paper clip to the table, and with your right hand, put the phone next to the tape on the table to the book next to the paper clip"
68555,Office,"With your left hand, take the earplug next to the tape from the book next to the paper clip to the table, and with your right hand, put the remote control next to the stapler on the table to the book next to the paper clip"
68556,Office,"With your left hand, bring the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, place the remote control next to the pen holder on the table to the book next to the paper clip"
68557,Office,"With your left hand, take the earplug next to the tape from the book next to the paper clip to the table, and with your right hand, put the remote control next to the tape on the table and put it on the book next to the paper clip"
68558,Office,"With your left hand, take the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, place the earphone next to the wired stapler on the table to the book next to the paper clip"
68559,Office,"With your left hand, take the earbuds next to the tape from the book next to the paper clip to the table, and with your right hand, place the earbuds next to the wired pen holder on the table to the book next to the paper clip"
68560,Office,"With your left hand, take the earbuds next to the tape from the book next to the paper clip to the table, and with your right hand, place the earbuds next to the cable tape on the table to the book next to the paper clip"
68561,Office,"With your left hand, take the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, put the watch next to the stapler on the table to the book next to the paper clip"
68562,Office,"With your left hand, take the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, place the watch next to the pen holder on the table to the book next to the paper clip"
68563,Office,"With your left hand, take the earplug next to the tape from the book next to the paper clip to the table, and with your right hand, place the watch next to the tape on the table to the book next to the paper clip"
68564,Office,"With your left hand, take the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, place the hairpin next to the stapler on the table to the book next to the paper clip"
68565,Office,"With your left hand, bring the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, place the hairpin next to the pen holder on the table to the book next to the paper clip"
68566,Office,"With your left hand, bring the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, place the hairpin next to the tape on the table to the book next to the paper clip"
68567,Office,"With your left hand, take the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, put the hand cream next to the stapler on the table to the book next to the paper clip"
68568,Office,"With your left hand, take the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, put the hand cream next to the pen holder on the table to the book next to the paper clip"
68569,Office,"With your left hand, take the earplug next to the tape from the book next to the paper clip to the table, and with your right hand, put the hand cream next to the tape on the table to the book next to the paper clip"
68570,Office,"With your left hand, take the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, place the key next to the stapler on the table to the book next to the paper clip"
68571,Office,"With your left hand, take the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, put the key next to the pen holder on the table to the book next to the paper clip"
68572,Office,"With your left hand, take the earplug next to the tape from the book next to the paper clip to the table, and with your right hand, put the key next to the tape on the table next to the paper clip to the book"
68573,Office,"With your left hand, take the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, put the face mask next to the stapler on the table to the book next to the paper clip"
68574,Office,"With your left hand, take the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, put the face mask next to the pen holder on the table to the book next to the paper clip"
68575,Office,"With your left hand, take the earplug next to the tape from the book next to the paper clip to the table, and with your right hand, put the mask next to the tape on the table to the book next to the paper clip"
68576,Office,"With your left hand, take the earplug next to the tape from the book next to the paper clip to the table, and with your right hand, put the power bank next to the stapler on the table to the book next to the paper clip"
68577,Office,"With your left hand, take the earplug next to the tape from the book next to the paper clip to the table, and with your right hand, put the power bank next to the pen holder on the table to the book next to the paper clip"
68578,Office,"With your left hand, take the earplug next to the tape from the book next to the paper clip to the table, and with your right hand, place the power bank next to the tape on the table to the book next to the paper clip"
68579,Office,"With your left hand, bring the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, place the nail clippers next to the stapler on the table to the book next to the paper clip"
68580,Office,"With the left hand, take the ear plug next to the tape from the book next to the paper clip to the table, and with the right hand, put the nail clippers next to the pen holder on the table to the book next to the paper clip"
68581,Office,"With your left hand, take the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, put the nail clippers next to the tape on the table top and place them on the book next to the paper clip"
68582,Office,"With your left hand, bring the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, place the comb next to the stapler on the table to the book next to the paper clip"
68583,Office,"With your left hand, bring the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, place the comb next to the pen holder on the table to the book next to the paper clip"
68584,Office,"With your left hand, take the earplug next to the tape from the book next to the paper clip to the table, and with your right hand, put the comb next to the tape on the table to the book next to the paper clip"
68585,Office,"With your left hand, bring the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, place the coaster next to the stapler on the table to the book next to the paper clip"
68586,Office,"With your left hand, bring the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, place the cup plug next to the pen holder on the table to the book next to the paper clip"
68587,Office,"With your left hand, bring the ear plug next to the tape from the book next to the paper clip to the table top, and with your right hand, place the coaster next to the tape on the table top to the book next to the paper clip"
68588,Office,"With your left hand, bring the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, place the phone case next to the stapler on the table to the book next to the paper clip"
68589,Office,"With your left hand, bring the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, place the phone case next to the pen holder on the table to the book next to the paper clip"
68590,Office,"With your left hand, take the earplug next to the tape from the book next to the paper clip to the table, and with your right hand, place the phone case next to the tape on the table to the book next to the paper clip"
68591,Office,"With your left hand, take the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, place the scissors next to the stapler on the table to the book next to the paper clip"
68592,Office,"With your left hand, bring the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, place the scissors next to the pen holder on the table to the book next to the paper clip"
68593,Office,"With your left hand, take the earplug next to the tape from the book next to the paper clip to the table, and with your right hand, put the scissors next to the tape on the table and the scissors next to the paper clip to the book next to the paper clip"
68594,Office,"With your left hand, take the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, put the packet of paper towels next to the stapler on the table to the book next to the paper clip"
68595,Office,"With your left hand, bring the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, place the packet of paper towel next to the pen holder on the table to the book next to the paper clip"
68596,Office,"With your left hand, take the earplug next to the tape from the book next to the paper clip to the table, and with your right hand, place the packet of paper towel next to the tape on the table to the book next to the paper clip"
68597,Office,"With your left hand, take the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, put the blindfold next to the stapler on the table to the book next to the paper clip"
68598,Office,"With your left hand, take the ear plug next to the tape from the book next to the paper clip to the table, and with your right hand, put the eye patch next to the pen holder on the table to the book next to the paper clip"
68599,Office,"With your left hand, take the earplug next to the tape from the book next to the paper clip to the table, and with your right hand, put the blindfold next to the tape on the table and place it on the book next to the paper clip"
68600,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the glasses next to the stapler on the table to the book next to the paper clip"
68601,Office,"Your left hand takes the blindfold next to the stapler from the book next to the paper clip to the table, and your right hand puts the glasses next to the pen holder on the table to the book next to the paper clip"
68602,Office,"Your left hand takes the blindfold next to the stapler from the book next to the paper clip to the table, and your right hand puts the glasses next to the tape on the table to the book next to the paper clip"
68603,Office,"Your left hand takes the blindfold next to the stapler from the book next to the paper clip to the table, and your right hand puts the cell phone next to the stapler on the table to the book next to the paper clip"
68604,Office,"Your left hand takes the blindfold next to the stapler from the book next to the paper clip to the table, and your right hand puts the phone next to the pen holder on the table to the book next to the paper clip"
68605,Office,"Your left hand takes the blindfold next to the stapler from the book next to the paper clip to the table, and your right hand takes the phone next to the tape on the table and places it on the book next to the paper clip"
68606,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the remote control next to the stapler on the table to the book next to the paper clip"
68607,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the remote control next to the pen holder on the table to the book next to the paper clip"
68608,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the remote control next to the tape on the table to the book next to the paper clip"
68609,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, place the earpiece next to the wired stapler on the table to the book next to the paper clip"
68610,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, place the earpiece next to the wired pen holder on the table to the book next to the paper clip"
68611,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, place the earpiece next to the cable tape on the table to the book next to the paper clip"
68612,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the watch next to the stapler on the table to the book next to the paper clip"
68613,Office,"Your left hand takes the blindfold next to the stapler from the book next to the paper clip to the table, and your right hand takes the watch next to the pen holder on the table and places it on the book next to the paper clip"
68614,Office,"Your left hand takes the blindfold next to the stapler from the book next to the paper clip to the table, and your right hand takes the watch next to the tape on the table and places it on the book next to the paper clip"
68615,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the hairpin next to the stapler on the table to the book next to the paper clip"
68616,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the hairpin next to the pen holder on the table to the book next to the paper clip"
68617,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, place the hairpin next to the tape on the table to the book next to the paper clip"
68618,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the hand cream next to the stapler on the table to the book next to the paper clip"
68619,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the hand cream next to the pen holder on the table to the book next to the paper clip"
68620,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the hand cream next to the tape on the table to the book next to the paper clip"
68621,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, place the key next to the stapler on the table to the book next to the paper clip"
68622,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the key next to the pen holder on the table to the book next to the paper clip"
68623,Office,"Your left hand takes the blindfold next to the stapler from the book next to the paper clip to the table, and your right hand puts the key next to the tape on the table to the book next to the paper clip"
68624,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the mask next to the stapler on the table to the book next to the paper clip"
68625,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the mask next to the pen holder on the table to the book next to the paper clip"
68626,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the mask next to the tape on the table to the book next to the paper clip"
68627,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the power bank next to the stapler on the table to the book next to the paper clip"
68628,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the power bank next to the pen holder on the table to the book next to the paper clip"
68629,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the power bank next to the tape on the table and place it on the book next to the paper clip"
68630,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, place the nail clippers next to the stapler on the table and place them on the book next to the paper clip"
68631,Office,"Your left hand takes the blindfold next to the stapler from the book next to the paper clip to the table, and your right hand takes the nail clippers next to the pen holder on the table and places them on the book next to the paper clip"
68632,Office,"Your left hand takes the blindfold next to the stapler from the book next to the paper clip to the table, and your right hand takes the nail clippers next to the tape on the table and places them on the book next to the paper clip"
68633,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the comb next to the stapler on the table to the book next to the paper clip"
68634,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the comb next to the pen holder on the table to the book next to the paper clip"
68635,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the comb next to the tape on the table to the book next to the paper clip"
68636,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the coaster next to the stapler on the table to the book next to the paper clip"
68637,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the coaster next to the pen holder on the table to the book next to the paper clip"
68638,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the coaster next to the tape on the table and place it on the book next to the paper clip"
68639,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the phone case next to the stapler on the table to the book next to the paper clip"
68640,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the phone case next to the pen holder on the table to the book next to the paper clip"
68641,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the phone case next to the tape on the table to the book next to the paper clip"
68642,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, place the scissors next to the stapler on the table to the book next to the paper clip"
68643,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, place the scissors next to the pen holder on the table to the book next to the paper clip"
68644,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, place the scissors next to the tape on the table to the book next to the paper clip"
68645,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the packet of paper towels next to the stapler on the table to the book next to the paper clip"
68646,Office,"Your left hand takes the blindfold next to the stapler from the book next to the paper clip to the table, and your right hand puts the packet of paper towel next to the pen holder on the table to the book next to the paper clip"
68647,Office,"Your left hand takes the blindfold next to the stapler from the book next to the paper clip to the table, and your right hand takes the packet of paper towel next to the tape on the table and places it on the book next to the paper clip"
68648,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, put the earplugs next to the stapler on the table to the book next to the paper clip"
68649,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, place the earplug next to the pen holder on the table to the book next to the paper clip"
68650,Office,"With your left hand, take the blindfold next to the stapler from the book next to the paper clip to the table, and with your right hand, place the earplug next to the tape on the table to the book next to the paper clip"
68651,Office,"With your left hand, take the blindfold next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the glasses next to the stapler on the table to the book next to the paper clip"
68652,Office,"Your left hand takes the blindfold next to the pen holder from the book next to the paper clip to the table, and your right hand puts the glasses next to the pen holder on the table to the book next to the paper clip"
68653,Office,"Your left hand takes the blindfold next to the pen holder from the book next to the paper clip to the table, and your right hand puts the glasses next to the tape on the table to the book next to the paper clip"
68654,Office,"Your left hand takes the blindfold next to the pen holder from the book next to the paper clip to the table, and your right hand puts the cell phone next to the stapler on the table to the book next to the paper clip"
68655,Office,"With your left hand, take the blindfold next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the phone next to the pen holder on the table to the book next to the paper clip"
68656,Office,"Your left hand takes the blindfold next to the pen holder from the book next to the paper clip to the table, and your right hand puts the phone next to the tape on the table to the book next to the paper clip"
68657,Office,"With your left hand, take the blindfold next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the remote control next to the stapler on the table to the book next to the paper clip"
68658,Office,"With your left hand, take the blindfold next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the remote control next to the pen holder on the table to the book next to the paper clip"
68659,Office,"Your left hand takes the blindfold next to the pen holder from the book next to the paper clip to the table, and your right hand puts the remote control next to the tape on the table to the book next to the paper clip"
68660,Office,"With your left hand, take the blindfold next to the pen holder from the book next to the paper clip to the table, and with your right hand, place the earpiece next to the wired stapler on the table to the book next to the paper clip"
68661,Office,"With your left hand, take the blindfold next to the pen holder from the book next to the paper clip to the table, and with your right hand, place the earphone next to the wired pen holder on the table to the book next to the paper clip"
68662,Office,"With your left hand, take the blindfold next to the pen holder from the book next to the paper clip to the table, and with your right hand, place the earpiece next to the cable tape on the table and place it on the book next to the paper clip"
68663,Office,"With your left hand, take the blindfold next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the watch next to the stapler on the table to the book next to the paper clip"
68664,Office,"With your left hand, take the blindfold next to the pen holder from the book next to the paper clip to the table, and with your right hand, put the watch next to the pen holder on the table to the book next to the paper clip"
68665,Office,"Your left hand takes the blindfold next to the pen holder from the book next to the paper clip to the table, and your right hand takes the watch next to the tape on the table and places it on the book next to the paper clip"
68666,Office,"The left hand takes the blindfold next to the pen holder from the book next to the paper clip to the table, and the right hand puts the hairpin next to the stapler on the table to the book next to the paper clip"
68667,Office,"Your left hand takes the blindfold next to the pen holder from the book next to the paper clip to the table, and your right hand puts the hairpin next to the pen holder on the table to the book next to the paper clip"
68668,Office,"Your left hand takes the blindfold next to the pen holder from the book next to the paper clip to the table, and your right hand puts the hairpin next to the tape on the table to the book next to the paper clip"
